id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
96,0.000203043324291,2.54120283844e-11,2.72135786128e-10,1.8137543023e-08,6.23644247355e-10,8.8313711899e-10,2.87011083303e-12,5.05711472698e-10,7.1887343438e-06,9.90239357179e-09,0.02132053487,0.000386249244912,0.00507161254063,2.14972057933e-08,0.96589589119,5.17019770996e-06,0.0003037849674,5.91257339693e-05,0.000129752195789,7.95158883182e-10,0.000883532338776,1.00764258049e-11,1.27983443288e-10,3.35606316071e-08,2.10990833693e-07,7.87892361132e-07,1.00736929909e-08,1.63168166978e-07,1.20887150956e-07,4.852524782e-08,6.74366901876e-07,1.50644245878e-06,2.5320479935e-08,4.32151189833e-11,2.2083578699e-07,6.43917428059e-13,1.01897752458e-08,4.18623329779e-07,3.35737722346e-11,4.77680091662e-12,2.8246645023e-09,4.52120048067e-06,1.57738895723e-07,1.20372224046e-05,3.43754429366e-08,1.29922794745e-10,1.57242951992e-09,1.78130676431e-07,5.24363240402e-05,2.86520078496e-11,2.55813392691e-09,1.18430548923e-07,7.41944040783e-06,1.50483914219e-09,1.33354509657e-08,2.6217421123e-07,1.40312728103e-09,1.36650612603e-07,1.68930432665e-06,6.75209888001e-09,2.22171578912e-08,3.58682700607e-05,0.00018869327323,6.46414321182e-07,5.65223990634e-06,1.57092366893e-10,2.61240143118e-06,3.99986078037e-07,6.65830457436e-09,9.2129724294e-08,6.00866578715e-11,4.58330928765e-09,0.000501251895912,0.000203092131414,2.02470655495e-05,6.16097017153e-12,1.99924654609e-09,1.63068682468e-06,2.23330260535e-11,7.52936468729e-09,9.06198449613e-10,3.42606281886e-12,4.0890071884e-10,3.00341525872e-07,1.71126848727e-05,2.92253545808e-08,2.87565118384e-08,6.85161372083e-10,7.44577046135e-05,3.41880659107e-05,9.24531832425e-06,0.00387917272747,0.000352667702828,2.82019664155e-05,5.95126221015e-05,8.76808408066e-05,0.000144602774526,3.54987483853e-10,3.58027045877e-06
97,1.0861950841e-06,8.75512853327e-08,2.42467113054e-09,4.1289604269e-07,1.17257386023e-07,3.52240306256e-07,3.69841646197e-09,8.16769752419e-05,3.16364844366e-06,8.10177425592e-06,5.27757393343e-10,3.49126366928e-07,0.000695632770658,6.50689253234e-06,2.38455584167e-08,2.08363442056e-08,1.07659298143e-11,1.59140527103e-05,5.31430941919e-07,0.00989343877882,4.65260427518e-06,9.77139688607e-11,3.09157949241e-10,3.79382791849e-09,4.8554688048e-10,4.56724380538e-11,2.58444470091e-06,3.95274056542e-11,1.91179889697e-08,2.09085591722e-12,9.02553765059e-08,9.40243182868e-07,9.19227005625e-08,0.000494317326229,8.02959263524e-08,8.41441860633e-10,1.14874443291e-09,3.45555493941e-11,3.51279144661e-11,2.04039105056e-10,1.51076240407e-09,0.00015828134201,7.23633348798e-08,4.01987804155e-10,7.53364981509e-10,1.13830094506e-06,8.93299045401e-07,1.45712454014e-06,0.000223562514293,1.60366706026e-10,0.00242697470821,9.79656306299e-07,0.000136287344503,0.0816143602133,0.0190255232155,0.858482122421,0.000232594858971,1.09514948221e-08,1.30888702188e-05,6.27781984383e-12,1.86116835721e-06,2.65713562264e-09,4.23761958857e-09,1.525683615e-06,3.48123990079e-07,4.75810202261e-06,6.30867758034e-09,1.10032125633e-08,9.05566182041e-08,5.41499248357e-05,2.90634005751e-08,1.35924082656e-07,1.5358418981e-09,3.40333143611e-11,0.0206801109016,5.78165604281e-08,6.93277613095e-08,7.94498425383e-11,6.63965965941e-06,1.62150035976e-06,1.8060914897e-07,1.83118936681e-11,2.69983189582e-07,0.00022628690931,0.000281025655568,2.75230959232e-05,0.00495650852099,2.12822283174e-06,6.88546651872e-06,4.47629219025e-07,2.48323139829e-09,2.2816730052e-05,1.00728595953e-06,1.50397724497e-07,8.17432373879e-06,2.37870505515e-08,1.49423635776e-06,1.83726714398e-10,0.000186075514648
98,2.9234583504e-12,1.73102803005e-16,2.62608153889e-07,3.34004965907e-07,4.94229663976e-15,5.87600931454e-12,3.01331733816e-14,1.68129212944e-14,3.21952220439e-09,8.02088161463e-16,9.09642933894e-12,9.30661797627e-13,2.78393815848e-16,1.64616177677e-14,2.60402479741e-19,1.89493509772e-09,3.58130993462e-15,1.20685850636e-12,2.13159160461e-11,1.73760508206e-15,2.47915576956e-10,6.22115206572e-16,1.95176156126e-07,5.09897887802e-11,2.49243126138e-10,1.01182699552e-07,2.06238325029e-11,1.01448962078e-11,3.45957005266e-08,7.70065753386e-08,1.56276780405e-09,7.56362264487e-11,5.63291396247e-05,2.45448816437e-13,5.54613865944e-09,4.92906327462e-14,0.999247312546,6.84789447369e-11,1.72877057114e-09,1.39389555898e-07,1.16248382448e-11,1.55087517806e-13,1.45379999705e-10,1.88199836507e-15,1.05005799611e-08,3.97569042303e-14,1.98804787033e-06,1.66018145954e-13,5.90190195977e-15,1.69750251893e-15,1.20131691261e-08,1.32067445868e-09,2.25536234653e-12,3.32500533513e-16,2.94842343357e-15,3.16571516722e-14,4.49035643738e-12,3.89265109035e-09,3.55461770299e-16,9.22808407466e-09,7.32617178728e-12,3.99372201976e-12,1.94498653294e-11,3.67937929013e-08,2.78284585656e-15,1.37234136815e-13,1.05623032542e-09,2.90174412276e-11,2.43967606534e-11,1.82106347779e-08,0.000639260513708,3.39252492765e-09,2.113179385e-16,1.0478683468e-17,6.45696815582e-16,5.46951514536e-16,2.40603283824e-12,2.77025798134e-11,1.36735734582e-15,5.11846810696e-05,9.88928109866e-14,6.63702830216e-15,3.13008863273e-09,8.64176639997e-15,9.48378135464e-14,1.36540084794e-14,4.04526970732e-13,1.60593882485e-13,1.69202529765e-09,4.41335573501e-14,2.44168882091e-06,8.11570748247e-16,1.86252577805e-07,2.3853211073e-11,1.19045673319e-09,1.13097507772e-14,5.01497421368e-09,5.74174454659e-15,2.00736711867e-14
99,0.00837868638337,1.61264109705e-11,1.34185897949e-08,2.54023042601e-08,4.53972304193e-10,9.33489840982e-10,8.00965576416e-13,4.57838350565e-10,7.05835409462e-05,1.66939950752e-09,1.6440235413e-06,0.00354093778878,4.40143793412e-07,1.64070922892e-06,1.22652863865e-05,6.91828245181e-05,0.00508960289881,1.86017655324e-06,2.42003025051e-05,1.71610156641e-10,2.9084210837e-05,5.46739823554e-12,2.86181898446e-06,2.93839530485e-08,1.16171315767e-06,2.00698377739e-05,3.02205593883e-09,5.81292667334e-08,8.78849448327e-07,2.77726012428e-05,3.56128075509e-05,1.31788383442e-05,5.80440701015e-06,4.63432320297e-10,1.65728124557e-08,2.77731396908e-12,9.87209887171e-07,1.44334165952e-07,1.73676289705e-06,1.30879378446e-08,3.47346121998e-06,9.65049977708e-08,6.47924650821e-07,0.00273626111448,0.00488859135658,1.40466249743e-10,9.86799904013e-08,9.16578528631e-07,1.07749031031e-06,8.16997788866e-11,3.63293537475e-08,1.718727205e-08,1.43811917042e-07,1.64171551353e-10,2.94585605909e-10,3.96067578734e-09,2.43717601656e-09,4.57951546196e-06,1.5356528138e-07,2.64026311925e-08,1.77283823177e-07,6.84897167957e-05,1.2024534044e-05,1.05798483219e-06,1.60997814191e-07,2.95963011043e-11,8.58063140186e-06,2.61450031758e-06,5.77698244797e-08,1.21840727729e-07,2.26476089438e-07,2.75423350793e-09,5.96225163463e-06,1.3429522383e-08,2.07500161196e-05,1.53226593197e-13,3.33854588419e-09,0.000329745380441,1.92735254839e-11,7.89088005604e-07,5.73950575955e-09,4.28706549427e-12,1.45093430604e-08,5.13602849139e-08,1.43229535752e-05,1.63952353915e-08,1.64004532621e-07,2.26407181891e-09,9.19468412519e-09,0.00157218927052,0.000240101551753,1.98117973582e-07,0.000124554018839,0.972334980965,0.000256530853221,3.74098126485e-05,2.1420446501e-06,9.47127376527e-10,4.3772758751e-09
102,5.6352957472e-05,2.26590732288e-10,5.38840197351e-07,3.77094181658e-07,3.86313416811e-08,7.07251857079e-09,4.36252228786e-10,9.24818266412e-07,0.995955705643,2.77852450381e-07,8.80411676007e-07,0.000630681286566,2.15367265355e-07,6.87708870828e-06,8.97526263088e-07,6.46411572234e-05,1.53200439001e-08,0.000149302606587,1.90196406038e-05,3.15234309767e-08,3.55265729013e-06,1.26962440561e-10,2.35382776737e-05,1.31959012606e-08,1.0239904924e-07,3.43550273101e-05,2.05388381858e-08,2.07960287879e-10,8.45449540066e-06,2.00877389034e-06,4.13347756023e-08,0.000445327983471,2.12067220673e-06,4.75830518099e-07,4.16090850663e-09,6.66743771305e-09,1.56724436238e-05,1.38109710335e-08,2.03788470543e-08,4.02153021994e-09,1.86037468097e-07,1.58386541216e-07,4.62585170169e-08,1.10248845431e-06,9.49509831116e-06,1.36035964715e-08,5.68438622395e-07,1.35986101668e-05,1.22486505916e-06,2.9705590765e-10,1.00212264442e-06,1.6240264813e-06,3.14250110023e-06,2.77796008419e-09,2.03460981396e-09,2.57457077879e-08,2.53361776004e-07,1.26693137759e-07,2.35871041809e-07,1.28487043227e-09,6.92703251843e-05,2.37292124439e-06,1.38871058653e-07,3.03688875647e-06,2.82608823454e-07,3.34587801909e-09,9.36296873988e-06,6.05832292422e-06,1.63013297083e-07,0.000111032510176,8.26233008411e-05,1.5420263253e-06,2.92809801294e-07,4.90321339086e-10,0.000547836185433,4.45911146549e-12,2.98076123784e-08,4.37625967606e-05,1.35810351853e-09,0.000282980938209,7.02891327364e-07,3.53372539563e-11,1.71968281393e-07,2.66404185822e-06,0.000114390029921,4.22995967142e-08,1.76557097831e-08,2.80178991119e-08,7.66410011011e-08,0.000167991936905,1.95473216991e-06,1.11024718308e-07,0.0008412997704,0.000237731801462,1.53711937401e-06,4.88407636112e-07,1.45200419865e-05,5.704373085e-10,3.84578191515e-09
104,7.60989109949e-07,6.16087569849e-10,1.75938211555e-07,1.05844583231e-06,1.02829478266e-09,2.11943991246e-08,1.00105215783e-10,6.25677643029e-09,3.73209125826e-08,1.70032621316e-09,2.65488053763e-09,1.4580656682e-09,5.2427778785e-10,3.51655163322e-11,8.00860029335e-13,4.01834859076e-06,2.31459795774e-10,4.81781619044e-08,2.10038763271e-07,8.25356727407e-11,2.1917612969e-07,8.56538884958e-12,1.95231010025e-07,1.0775708148e-07,2.93772117743e-09,1.58313213205e-07,0.000188744525076,1.17077286177e-06,5.04726870076e-07,5.73403324822e-09,1.13404707847e-09,5.42918940027e-07,0.999624371529,1.84096137446e-07,3.18425168189e-06,1.11579419315e-10,1.32738659886e-05,1.12573550481e-08,1.58150623975e-06,4.29703050031e-07,1.14635883008e-08,1.40434941454e-09,6.88689397066e-07,2.22258211835e-08,2.77730180187e-07,2.42997155731e-09,1.8939039137e-06,8.86976186942e-11,1.31139166193e-09,1.81015168133e-11,3.17804875749e-07,3.13310152933e-07,4.7065640274e-07,5.56120760553e-10,2.97172619845e-09,5.1730232542e-08,1.6123472335e-07,6.82530128415e-07,5.36165600806e-09,4.4639070218e-09,6.18857939116e-07,1.92375493313e-09,3.36305516768e-09,1.99792353328e-07,8.11773048781e-09,7.5625035123e-09,2.19248590838e-06,3.46925617123e-08,5.36194519896e-08,4.5780059736e-05,7.82838105806e-05,3.39262101079e-07,1.08789532938e-09,2.57312227081e-11,1.33535169033e-10,4.8538728592e-11,1.99747667295e-08,8.91419347226e-08,1.84942117176e-10,3.80520646104e-08,2.93116269034e-08,8.64016237029e-12,1.75427283011e-06,1.57782953369e-09,2.40080977321e-09,3.18942568356e-07,2.63678501256e-08,8.19946208708e-08,6.08182517681e-07,1.90020514879e-08,5.66706262362e-07,2.39398745272e-09,1.45481299114e-05,3.11817167642e-08,2.01773801223e-07,5.87205783997e-10,8.25309143693e-06,6.48571682471e-11,2.17766427113e-09
105,0.000226065545576,6.44698683328e-10,6.10766164755e-07,8.12460143607e-07,4.20942996016e-08,6.70005420034e-08,4.10158296216e-10,1.70152281953e-06,0.992904365063,4.68540804377e-07,5.79498191655e-06,0.000332805415383,2.05820083465e-06,4.42241389464e-06,2.24673635785e-06,1.1521487977e-05,7.47063140238e-08,0.00121690006927,0.000371293426724,5.97247362677e-09,5.03059118273e-06,5.56785451078e-11,1.61966308951e-05,6.00426108832e-09,2.38144792775e-07,9.2289492386e-06,2.5026059447e-08,2.453618142e-10,1.6041580011e-06,1.07894823032e-06,4.29859028372e-08,0.000487380166305,7.35861590329e-07,5.49774199499e-07,4.24098089979e-08,1.29035333529e-08,1.41618356793e-05,4.36008917859e-09,1.77779764243e-08,2.90893620303e-09,2.73284143759e-07,7.23535549696e-07,9.52678504973e-08,7.48246407056e-07,6.52689095659e-06,3.92839041297e-08,1.49480615619e-06,2.94961046166e-05,2.23707252189e-06,1.31143970683e-10,1.76507523975e-06,7.89681109836e-07,1.39280768963e-06,1.4128487269e-09,1.28173549552e-09,1.61340469873e-08,1.16789195204e-07,2.69321294155e-08,3.26445103838e-07,1.23116217221e-09,1.99940973289e-06,2.32617949791e-07,3.35586634037e-07,2.34241156249e-06,2.01922034648e-07,5.20095433387e-09,4.08160703955e-05,7.7780242691e-07,2.44943585415e-08,3.27704947267e-05,5.07737495354e-05,2.05975993595e-06,8.06856306212e-08,1.53155071958e-10,0.000568546645809,1.16698777378e-11,2.75326552668e-08,9.93966659735e-06,3.24764815041e-09,0.00010502582154,3.62641173979e-07,1.11790585469e-11,4.99808727739e-08,4.54207383882e-06,9.31502727326e-05,3.29713856217e-08,5.42698757044e-08,3.80279630008e-07,1.40787904002e-07,0.000291078642476,1.49726872678e-06,1.53049896312e-07,0.00228856224567,0.00081372295972,4.32940896644e-06,2.966652346e-07,2.2019708922e-05,3.17544796014e-10,7.14259540402e-09
110,7.19324617648e-08,1.86446632142e-05,2.07575368449e-07,1.42929250657e-08,7.92800710769e-05,1.68151288449e-07,2.40929209916e-09,3.71190726582e-05,9.78251591732e-06,0.999163269997,1.04819630753e-09,1.03043053257e-10,1.23897862636e-07,9.13838604788e-09,1.03765600556e-08,9.28587162718e-09,3.88488824443e-11,8.23533264338e-06,1.04917701194e-08,5.58153431029e-07,1.20414642879e-06,1.18610032906e-09,2.78325584802e-10,6.95962665276e-09,2.95881874557e-10,4.74097099357e-08,0.000136295129778,5.97331342375e-12,2.21576044623e-07,4.75825767676e-11,6.57698137729e-07,2.65704926505e-07,7.48646925786e-07,2.48321918583e-11,1.15703722159e-08,4.21027763764e-08,6.70890765164e-09,9.06337992938e-13,1.82370559626e-11,3.46225097203e-11,1.23011656417e-09,2.22612612788e-07,1.7030043864e-07,1.26725546723e-10,1.13339538643e-07,7.89305426574e-11,5.50281653577e-10,0.000104782615381,3.17050617014e-05,2.62705912579e-10,3.12246335454e-08,3.55338407587e-08,1.6331036079e-08,1.07453345777e-07,8.48276293652e-09,7.29681701728e-08,1.26214954435e-05,5.1204607221e-10,1.34850663969e-08,1.76051184742e-09,1.48772583142e-09,4.89111080526e-08,1.19922308195e-10,9.48708873239e-07,4.21499779524e-10,6.07729475632e-08,1.38072977052e-07,3.62244678698e-11,1.09986672547e-10,2.02755288115e-07,2.04363335143e-08,3.20103481499e-06,1.23350218928e-09,2.95107341342e-11,1.36726807654e-08,4.16486294341e-08,1.51808399096e-06,3.55828712849e-12,7.13319968781e-06,4.35422675693e-09,6.68045595376e-06,4.59647819806e-10,6.2490137509e-09,1.65471956137e-08,5.5936681953e-09,0.000354252348188,1.80946884143e-07,1.01949904074e-09,1.88630995268e-08,1.75013337866e-05,2.09374323434e-10,4.94623684233e-08,5.71693874463e-07,6.09816908081e-09,2.23213802997e-07,2.2537538058e-08,6.76663525212e-09,9.24356313714e-10,2.50603676477e-07
111,4.51805898249e-10,1.09300626718e-05,0.000240333902184,2.2308788175e-05,3.84844213386e-07,1.82966614375e-05,8.14451850601e-05,1.53308735662e-06,3.68685455499e-08,6.36666300124e-06,1.38126676763e-10,6.53798109401e-12,6.75022371333e-10,4.66195126947e-09,4.03992291009e-11,7.76281350312e-09,1.65333794832e-12,6.8612700943e-07,2.07632222526e-09,6.62771060256e-10,5.73663108128e-08,5.63703042578e-11,5.13020115278e-09,1.55953870262e-07,4.42682477342e-08,2.80600033875e-07,1.22079327411e-05,8.7195078935e-10,3.32827744387e-06,1.02324948514e-09,2.98253530673e-06,1.29764572421e-08,5.99043346483e-07,8.93979196226e-11,1.43338536418e-06,1.36460721478e-06,4.0294748942e-06,1.8246350611e-11,9.23807974562e-11,1.79825320856e-07,7.87357823384e-09,1.14544365104e-08,2.54808014688e-06,1.5758916741e-11,2.7184070106e-08,1.7544065159e-11,1.64690590054e-07,2.26946923476e-08,1.800240651e-10,1.34730768209e-10,7.77536024543e-06,2.60809929209e-09,3.49065629734e-08,3.56315449368e-10,2.259761267e-10,8.85603057554e-09,7.93382969277e-06,8.50886583414e-10,2.62543708995e-10,0.0001439920743,1.1927882293e-10,3.03880764996e-09,1.18116116887e-09,0.0121761504561,9.84584809516e-13,8.95944829438e-09,6.03910757491e-06,1.37825818466e-11,1.45949652364e-09,1.17518474951e-07,1.61111383932e-05,0.984759867191,3.26036808662e-10,9.28558133162e-11,3.95889813987e-11,3.6253638882e-06,0.000235643630731,1.22070153194e-14,4.28000275861e-05,7.96141421233e-07,0.0020691473037,2.94256591316e-10,0.000114579663204,1.66228107668e-11,6.84623677194e-11,4.10251166372e-10,8.94316514177e-08,3.71005768329e-07,1.52513109697e-06,8.58606019616e-10,4.08040323752e-10,5.05783470661e-10,8.68426809575e-07,1.08769403206e-10,2.98825909795e-07,3.21013909899e-10,2.81710072159e-07,3.45821253578e-11,2.98619795558e-10
112,1.16593042776e-07,2.29829740309e-12,2.26427869165e-06,1.94960193767e-05,1.27949109641e-11,3.61625035472e-10,2.04780185864e-11,8.35253755049e-10,2.71731792623e-08,1.12972426553e-11,3.66283305769e-12,3.03032338805e-12,8.17172111228e-12,5.44935936653e-11,4.45620476012e-15,4.08274063375e-05,8.91598942029e-14,4.52693549313e-10,5.13510522993e-09,2.50279961686e-12,3.83095644096e-09,1.79472728996e-14,1.53347542664e-07,1.16638166139e-11,4.85194551203e-09,2.31751995372e-09,9.99993119422e-08,5.88289486569e-12,1.37063400629e-08,2.7553409554e-10,4.68163463552e-09,5.98952829023e-06,0.00183080835268,3.84361307226e-08,1.27851549792e-07,2.16625263734e-12,3.79094217351e-07,5.70539763437e-13,2.41015776226e-08,1.79686514912e-06,9.36821842323e-10,2.04192510123e-10,7.94004293425e-08,1.44255180717e-11,8.92232705496e-08,1.8594013048e-12,2.1630678475e-06,4.32784748794e-13,1.89424929735e-12,3.96917633309e-13,4.24348436354e-05,3.26772231496e-09,9.47757214931e-08,1.35579441012e-13,1.37139813394e-11,8.74440631016e-10,1.49854542997e-07,1.29912614284e-05,1.35258404477e-09,6.31498977555e-08,3.03282163827e-08,1.30794231001e-09,4.81917339368e-10,1.01602104507e-08,6.1379554217e-11,2.30325440498e-06,5.19727973369e-06,5.87208281999e-10,1.98890029424e-05,0.00162119744346,0.98779976368,2.872287439e-07,1.48289519553e-10,1.07920515244e-13,6.06284952798e-11,1.86863288731e-10,1.52403038101e-06,4.15212114691e-10,1.36283232963e-11,5.85167583722e-07,9.3986489702e-09,1.94930768575e-13,4.0247200559e-06,1.55692299331e-11,3.12333492403e-11,9.49049727694e-10,7.96938248726e-09,0.00856797210872,1.66969755355e-07,1.11155795679e-08,5.10706013301e-06,5.09952811315e-13,4.25864436693e-06,2.20516458427e-08,7.04822724629e-08,1.21660244812e-12,7.300793186e-06,6.35319867461e-13,4.69737269915e-11
113,8.88609363869e-09,1.33496024565e-13,5.18365048663e-08,1.37398592504e-09,1.5166379437e-12,7.14510187128e-11,1.43957111856e-12,5.47722369575e-14,1.71674798821e-08,8.48643366951e-13,1.96545908437e-08,7.29226528051e-08,2.03067163779e-11,8.11209266427e-10,2.78676929623e-12,2.3050193704e-05,1.25994856717e-05,1.65081108505e-11,4.66397324317e-07,5.25946636503e-13,3.87638863231e-08,4.58644048033e-14,0.00454205274582,9.6733783721e-06,0.000199133544811,4.92231047247e-05,5.18902643076e-10,3.3455908266e-08,2.48421065407e-06,7.81334165367e-06,4.37382453811e-07,6.98283173506e-08,7.58276087254e-07,2.16072465475e-10,1.44942093883e-08,2.43607380362e-13,2.2105658104e-07,2.95738004752e-06,0.982607424259,3.29558097292e-05,3.00117608276e-05,1.1679235053e-12,3.25835145532e-07,0.000208547528018,0.012256112881,1.06660667237e-14,1.90107418696e-09,4.79945860832e-10,3.70911606984e-10,3.93444256125e-13,6.05682037857e-09,1.20859329489e-11,1.23224097592e-10,1.34917782241e-12,5.58839086118e-12,1.0820998611e-11,8.1320880585e-11,2.35966444961e-06,2.723512171e-12,5.16501463821e-09,4.18390148915e-11,3.54051579166e-08,1.66701918936e-09,2.10535038292e-08,6.92766427991e-14,8.70104986325e-13,9.4445185006e-10,1.35314553518e-06,4.31406410595e-10,3.14152370784e-09,6.07021888754e-07,2.30324481709e-10,4.9357917753e-09,5.39898160901e-12,6.24970908358e-11,8.03569767672e-17,2.21257678845e-10,3.3248352338e-07,7.09874189595e-14,1.2267237226e-09,7.98551155756e-12,2.08323131965e-13,7.64547625209e-09,8.12668454666e-13,7.86608822523e-08,2.87845875607e-11,1.52054382974e-10,5.83562018153e-12,1.27989059351e-08,2.59109611989e-07,1.02106845645e-07,4.23368805291e-11,5.63614399596e-08,7.98673863756e-06,5.59477664197e-09,2.1708237341e-07,4.01058386501e-08,1.2231990594e-11,4.23670890037e-11
114,1.28618085071e-08,6.38223709992e-11,6.40103621663e-07,3.78891149921e-06,1.78851846527e-11,9.35248056777e-09,3.63831720307e-09,1.44942825103e-11,4.30114255323e-07,1.52870799353e-10,1.2599605725e-05,1.77974616236e-05,9.72758318341e-09,5.59272272938e-09,1.30526718323e-08,8.83949687704e-05,5.67116112506e-05,8.60621884868e-09,4.16346665588e-05,1.15099908771e-10,9.95025475277e-05,1.34666724386e-12,0.322580635548,0.0624765828252,0.00257837981917,0.0320104174316,1.64804419001e-07,0.000355382595444,0.000207706412766,0.014381964691,0.00172604888212,9.81496486929e-05,5.50242293684e-06,4.70591068336e-08,3.31275577992e-06,6.35015260861e-12,2.33771899616e-07,0.520655333996,0.000963931786828,0.0248511880636,0.00243685767055,1.12582346223e-10,2.68924904958e-05,0.00410945899785,0.0005833824398,1.06158755831e-12,2.52961953606e-08,5.92888341089e-07,1.37502397024e-07,7.43313483681e-12,9.99340045382e-07,9.86236980971e-10,9.23730908653e-07,1.45947975927e-10,1.36451472343e-09,2.69328315206e-09,2.18467324231e-08,0.00041871808935,2.39100378385e-10,5.18498985969e-08,1.04912372123e-08,1.86654051504e-05,1.03200449075e-07,1.93409050553e-06,1.01044117518e-10,1.4855553853e-12,2.8534313401e-07,0.00893968809396,1.15008148782e-07,4.84608847273e-07,1.19045637348e-07,1.88581017468e-09,1.25341812236e-05,2.00130943995e-06,1.69096170399e-09,5.56320634904e-14,4.08257916362e-09,4.2573965402e-06,1.62344686305e-11,9.16478981594e-08,4.10882494695e-10,1.53406697068e-11,1.34783476824e-07,4.72198224966e-10,1.54348708747e-05,1.16767067126e-08,5.05894925951e-09,9.37917798982e-11,4.29554711445e-05,1.09205370791e-06,4.12022643559e-07,4.76174136566e-06,2.65276485152e-05,9.24981941353e-05,1.91677509065e-06,2.59671414824e-05,1.33400844788e-05,1.07299849561e-10,6.6533392129e-09
117,0.011031050235,1.14008569252e-09,1.74859327018e-08,1.69816412381e-05,2.90438917361e-09,3.22728972435e-08,4.91119755974e-10,1.21616108117e-06,0.00341807794757,6.25684393185e-08,1.3071673493e-05,0.000462087424239,0.000244250724791,2.44838047365e-05,3.07515692839e-05,5.50145114175e-06,8.54484028423e-07,0.00277522322722,7.17676812201e-05,1.73923098146e-07,0.000693526584655,2.54402082733e-10,5.8821268567e-07,3.49174271719e-08,2.79120285995e-06,1.17400666966e-07,3.95058322056e-07,1.159980485e-07,2.63605130613e-07,2.71183722589e-07,3.04948480334e-06,0.000273940735497,7.22247114027e-06,5.12379529027e-06,3.55822885467e-06,8.064366952e-10,1.62869366704e-06,6.33786996218e-08,3.17960129337e-08,2.35998776077e-08,5.28753389517e-07,0.000829129654448,9.48996614625e-08,8.72259533935e-06,2.58840572087e-07,5.77469052132e-07,2.68202311418e-05,7.22170034351e-06,0.000240858498728,2.81007217495e-10,3.86109677493e-05,3.75698255084e-05,0.000175151086296,9.08953055045e-08,5.93114737057e-06,2.63750871454e-06,5.22746930187e-08,1.02490230347e-05,0.000147239043145,5.97956129056e-09,0.00072966190055,1.98457428269e-06,4.95065978612e-05,4.94958521813e-06,0.000422619457822,2.50969378612e-08,1.11634171844e-05,2.75899742519e-06,5.06209971718e-07,9.92010791379e-06,3.10036784867e-06,4.26955040211e-07,1.21372613648e-05,3.22900781669e-08,0.00846838857979,4.37718616908e-09,3.59372975822e-08,5.01325994264e-05,2.37462938202e-09,7.07456420059e-05,2.08604816976e-07,3.09881113825e-11,7.2224889891e-07,0.00105961877853,0.000466254277853,3.43321346463e-07,2.783040145e-06,1.46984193634e-05,8.38791947899e-06,2.22170310735e-05,8.13244405435e-05,9.36390824791e-06,0.000289939547656,0.0132192131132,0.954103648663,1.90006794583e-05,0.000240275971009,3.05666003619e-09,3.89615661334e-06
